NAME,Population,FIPS
"Greenville County, South Carolina",498402,45045
"Greenwood County, South Carolina",70264,45047
"Hampton County, South Carolina",19807,45049
"Horry County, South Carolina",320915,45051
"Jasper County, South Carolina",27900,45053
"Kershaw County, South Carolina",64361,45055
"Lancaster County, South Carolina",89546,45057
"Laurens County, South Carolina",66710,45059
"Lee County, South Carolina",17606,45061
"Lexington County, South Carolina",286316,45063
"McCormick County, South Carolina",9606,45065
"Marion County, South Carolina",31562,45067
"Marlboro County, South Carolina",27131,45069
"Newberry County, South Carolina",38068,45071
"Oconee County, South Carolina",76696,45073
"Orangeburg County, South Carolina",88454,45075
"Pickens County, South Carolina",122746,45077
"Richland County, South Carolina",408263,45079
"Saluda County, South Carolina",20299,45081
"Spartanburg County, South Carolina",302195,45083
"Sumter County, South Carolina",106995,45085
"Union County, South Carolina",27644,45087
"Williamsburg County, South Carolina",31794,45089
"York County, South Carolina",258641,45091
"Aurora County, South Dakota",2759,46003
"Beadle County, South Dakota",18374,46005
"Bennett County, South Dakota",3437,46007
"Bon Homme County, South Dakota",6969,46009
"Brookings County, South Dakota",34239,46011
"Brown County, South Dakota",38840,46013
"Brule County, South Dakota",5256,46015
"Buffalo County, South Dakota",2053,46017
"Butte County, South Dakota",10177,46019
"Charles Mix County, South Dakota",9344,46023
"Clark County, South Dakota",3673,46025
"Clay County, South Dakota",13925,46027
"Codington County, South Dakota",27993,46029
"Corson County, South Dakota",4168,46031
"Custer County, South Dakota",8573,46033
"Davison County, South Dakota",19901,46035
"Day County, South Dakota",5506,46037
"Deuel County, South Dakota",4306,46039
"Dewey County, South Dakota",5779,46041
"Douglas County, South Dakota",2930,46043
"Edmunds County, South Dakota",3940,46045
"Fall River County, South Dakota",6774,46047
"Faulk County, South Dakota",2322,46049
"Grant County, South Dakota",7217,46051
"Gregory County, South Dakota",4201,46053
"Hamlin County, South Dakota",6000,46057
"Hanson County, South Dakota",3397,46061
"Hughes County, South Dakota",17617,46065
"Hutchinson County, South Dakota",7315,46067
"Jackson County, South Dakota",3287,46071
"Jerauld County, South Dakota",2029,46073
"Kingsbury County, South Dakota",4967,46077
"Lake County, South Dakota",12574,46079
"Lawrence County, South Dakota",25234,46081
"Lincoln County, South Dakota",54914,46083
"Lyman County, South Dakota",3869,46085
"McCook County, South Dakota",5511,46087
"Marshall County, South Dakota",4895,46091
"Meade County, South Dakota",27424,46093
"Mellette County, South Dakota",2055,46095
"Miner County, South Dakota",2229,46097
"Minnehaha County, South Dakota",186749,46099
"Moody County, South Dakota",6506,46101
"Oglala Lakota County, South Dakota",14335,46102
"Pennington County, South Dakota",109294,46103
"Roberts County, South Dakota",10285,46109
"Sanborn County, South Dakota",2388,46111
"Spink County, South Dakota",6543,46115
"Stanley County, South Dakota",2997,46117
"Todd County, South Dakota",10146,46121
"Tripp County, South Dakota",5468,46123
"Turner County, South Dakota",8264,46125
"Union County, South Dakota",15177,46127
"Walworth County, South Dakota",5510,46129
"Yankton County, South Dakota",22717,46135
"Ziebach County, South Dakota",2814,46137
"Anderson County, Tennessee",75775,47001
"Bedford County, Tennessee",47558,47003
"Benton County, Tennessee",16112,47005
"Bledsoe County, Tennessee",14602,47007
"Blount County, Tennessee",128443,47009
"Bradley County, Tennessee",104557,47011
"Campbell County, Tennessee",39687,47013
"Cannon County, Tennessee",13976,47015
"Carroll County, Tennessee",28018,47017
"Carter County, Tennessee",56391,47019
"Cheatham County, Tennessee",39929,47021
"Chester County, Tennessee",17150,47023
"Claiborne County, Tennessee",31613,47025
"Clay County, Tennessee",7686,47027
"Cocke County, Tennessee",35336,47029
"Coffee County, Tennessee",54531,47031
"Crockett County, Tennessee",14499,47033
"Cumberland County, Tennessee",58634,47035
"Davidson County, Tennessee",684017,47037
"Decatur County, Tennessee",11683,47039
"DeKalb County, Tennessee",19601,47041
"Dickson County, Tennessee",51988,47043
"Dyer County, Tennessee",37576,47045
"Fayette County, Tennessee",39692,47047
"Fentress County, Tennessee",17994,47049
"Franklin County, Tennessee",41512,47051
"Gibson County, Tennessee",49175,47053
"Giles County, Tennessee",29167,47055
"Grainger County, Tennessee",23013,47057
"Greene County, Tennessee",68669,47059
"Grundy County, Tennessee",13331,47061
"Hamblen County, Tennessee",63740,47063
"Hamilton County, Tennessee",357546,47065
"Hancock County, Tennessee",6585,47067
"Hardeman County, Tennessee",25562,47069
"Hardin County, Tennessee",25771,47071
"Hawkins County, Tennessee",56402,47073
"Haywood County, Tennessee",17779,47075
"Henderson County, Tennessee",27859,47077
"Henry County, Tennessee",32279,47079
"Hickman County, Tennessee",24678,47081
"Houston County, Tennessee",8176,47083
"Humphreys County, Tennessee",18318,47085
"Jackson County, Tennessee",11615,47087
"Jefferson County, Tennessee",53247,47089
"Johnson County, Tennessee",17789,47091
"Knox County, Tennessee",456185,47093
"Lake County, Tennessee",7526,47095
"Lauderdale County, Tennessee",26297,47097
"Lawrence County, Tennessee",42937,47099
"Lewis County, Tennessee",11956,47101
"Lincoln County, Tennessee",33711,47103
"Loudon County, Tennessee",51610,47105
"McMinn County, Tennessee",52773,47107
"McNairy County, Tennessee",25903,47109
"Macon County, Tennessee",23487,47111
"Madison County, Tennessee",97682,47113
"Marion County, Tennessee",28417,47115
"Marshall County, Tennessee",32269,47117
"Maury County, Tennessee",89776,47119
"Meigs County, Tennessee",11962,47121
"Monroe County, Tennessee",45876,47123
"Montgomery County, Tennessee",196387,47125
"Moore County, Tennessee",6322,47127
"Morgan County, Tennessee",21596,47129
"Obion County, Tennessee",30520,47131
"Overton County, Tennessee",22004,47133
"Perry County, Tennessee",7912,47135
"Pickett County, Tennessee",5088,47137
"Polk County, Tennessee",16782,47139
"Putnam County, Tennessee",76440,47141
"Rhea County, Tennessee",32628,47143
"Roane County, Tennessee",52897,47145
"Robertson County, Tennessee",69344,47147
"Rutherford County, Tennessee",307128,47149
"Scott County, Tennessee",21954,47151
"Sequatchie County, Tennessee",14730,47153
"Sevier County, Tennessee",96287,47155
"Shelby County, Tennessee",937005,47157
"Smith County, Tennessee",19458,47159
"Stewart County, Tennessee",13301,47161
"Sullivan County, Tennessee",156734,47163
"Sumner County, Tennessee",179473,47165
"Tipton County, Tennessee",61446,47167
"Trousdale County, Tennessee",9573,47169
"Unicoi County, Tennessee",17780,47171
"Union County, Tennessee",19293,47173
"Van Buren County, Tennessee",5704,47175
"Warren County, Tennessee",40454,47177
"Washington County, Tennessee",127055,47179
"Wayne County, Tennessee",16649,47181
"Weakley County, Tennessee",33626,47183
"White County, Tennessee",26580,47185
"Williamson County, Tennessee",218648,47187
"Wilson County, Tennessee",132663,47189
"Anderson County, Texas",57863,48001
"Andrews County, Texas",17818,48003
"Angelina County, Texas",87607,48005
"Aransas County, Texas",24763,48007
"Archer County, Texas",8789,48009
"Atascosa County, Texas",48828,48013
"Austin County, Texas",29565,48015
"Bailey County, Texas",7092,48017
"Bandera County, Texas",21763,48019
"Bastrop County, Texas",82577,48021
"Baylor County, Texas",3591,48023
"Bee County, Texas",32691,48025
"Bell County, Texas",342236,48027
"Bexar County, Texas",1925865,48029
"Blanco County, Texas",11279,48031
"Bosque County, Texas",18122,48035
"Bowie County, Texas",93858,48037
"Brazoria County, Texas",353999,48039
"Brazos County, Texas",219193,48041
"Brewster County, Texas",9216,48043
"Brooks County, Texas",7180,48047
"Brown County, Texas",37834,48049
"Burleson County, Texas",17863,48051
"Burnet County, Texas",45750,48053
"Caldwell County, Texas",41401,48055
"Calhoun County, Texas",21807,48057
"Callahan County, Texas",13770,48059
"Cameron County, Texas",421750,48061
"Camp County, Texas",12813,48063
"Carson County, Texas",6032,48065
"Cass County, Texas",30087,48067
"Castro County, Texas",7787,48069
"Chambers County, Texas",40292,48071
"Cherokee County, Texas",51903,48073
"Childress County, Texas",7226,48075
"Clay County, Texas",10387,48077
"Cochran County, Texas",2904,48079
"Coke County, Texas",3275,48081
"Coleman County, Texas",8391,48083
"Collin County, Texas",944350,48085
"Collingsworth County, Texas",2996,48087
"Colorado County, Texas",21022,48089
"Comal County, Texas",135097,48091
"Comanche County, Texas",13495,48093
"Concho County, Texas",4233,48095
"Cooke County, Texas",39571,48097
"Coryell County, Texas",75389,48099
"Crane County, Texas",4839,48103
"Crosby County, Texas",5861,48107
"Culberson County, Texas",2241,48109
"Dallam County, Texas",7243,48111
"Dallas County, Texas",2586552,48113
"Dawson County, Texas",12964,48115
"Deaf Smith County, Texas",18899,48117
"Delta County, Texas",5215,48119
"Denton County, Texas",807047,48121
"DeWitt County, Texas",20435,48123
"Dickens County, Texas",2216,48125
"Dimmit County, Texas",10663,48127
"Donley County, Texas",3387,48129
"Duval County, Texas",11355,48131
"Eastland County, Texas",18270,48133
"Ector County, Texas",158342,48135
"Ellis County, Texas",168838,48139
"El Paso County, Texas",837654,48141
"Erath County, Texas",41482,48143
"Falls County, Texas",17299,48145
"Fannin County, Texas",34175,48147
"Fayette County, Texas",25066,48149
"Fisher County, Texas",3883,48151
"Floyd County, Texas",5872,48153
"Fort Bend County, Texas",739342,48157
"Franklin County, Texas",10679,48159
"Freestone County, Texas",19709,48161
"Frio County, Texas",19394,48163
"Gaines County, Texas",20321,48165
"Galveston County, Texas",327089,48167
"Gillespie County, Texas",26208,48171
"Goliad County, Texas",7531,48175
"Gonzales County, Texas",20667,48177
"Gray County, Texas",22685,48179
"Grayson County, Texas",128560,48181
"Gregg County, Texas",123494,48183
"Grimes County, Texas",27630,48185
"Guadalupe County, Texas",155137,48187
"Hale County, Texas",34113,48189
"Hall County, Texas",3074,48191
"Hamilton County, Texas",8269,48193
"Hansford County, Texas",5547,48195
"Hardeman County, Texas",3952,48197
"Hardin County, Texas",56379,48199
"Harris County, Texas",4602523,48201
"Harrison County, Texas",66645,48203
"Hartley County, Texas",5767,48205
"Haskell County, Texas",5809,48207
"Hays County, Texas",204150,48209
"Hemphill County, Texas",4061,48211
"Henderson County, Texas",80460,48213
"Hidalgo County, Texas",849389,48215
"Hill County, Texas",35399,48217
"Hockley County, Texas",23162,48219
"Hood County, Texas",56901,48221
"Hopkins County, Texas",36240,48223
"Houston County, Texas",22955,48225
"Howard County, Texas",36667,48227
"Hudspeth County, Texas",4098,48229
"Hunt County, Texas",92152,48231
"Hutchinson County, Texas",21571,48233
"Jack County, Texas",8842,48237
"Jackson County, Texas",14820,48239
"Jasper County, Texas",35504,48241
"Jeff Davis County, Texas",2234,48243
"Jefferson County, Texas",255210,48245
"Jim Hogg County, Texas",5282,48247
"Jim Wells County, Texas",41192,48249
"Johnson County, Texas",163475,48251
"Jones County, Texas",19891,48253
"Karnes County, Texas",15387,48255
"Kaufman County, Texas",118910,48257
"Kendall County, Texas",41982,48259
"Kerr County, Texas",51365,48265
"Kimble County, Texas",4408,48267
"Kinney County, Texas",3675,48271
"Kleberg County, Texas",31425,48273
"Knox County, Texas",3733,48275
"Lamar County, Texas",49532,48277
"Lamb County, Texas",13262,48279
"Lampasas County, Texas",20640,48281
"Lavaca County, Texas",19941,48285
"Lee County, Texas",16952,48287
"Leon County, Texas",17098,48289
"Liberty County, Texas",81862,48291
"Limestone County, Texas",23515,48293
"Lipscomb County, Texas",3469,48295
"Live Oak County, Texas",12123,48297
"Llano County, Texas",20640,48299
"Lubbock County, Texas",301454,48303
"Lynn County, Texas",5808,48305
"McCulloch County, Texas",8098,48307
"McLennan County, Texas",248429,48309
"Madison County, Texas",14128,48313
"Marion County, Texas",10083,48315
"Martin County, Texas",5614,48317
"Mason County, Texas",4161,48319
"Matagorda County, Texas",36743,48321
"Maverick County, Texas",57970,48323
"Medina County, Texas",49334,48325
"Menard County, Texas",2123,48327
"Midland County, Texas",164194,48329
"Milam County, Texas",24664,48331
"Mills County, Texas",4902,48333
"Mitchell County, Texas",8558,48335
"Montague County, Texas",19409,48337
"Montgomery County, Texas",554445,48339
"Moore County, Texas",21801,48341
"Morris County, Texas",12424,48343
"Nacogdoches County, Texas",65558,48347
"Navarro County, Texas",48583,48349
"Newton County, Texas",14057,48351
"Nolan County, Texas",14966,48353
"Nueces County, Texas",360486,48355
"Ochiltree County, Texas",10348,48357
"Oldham County, Texas",2090,48359
"Orange County, Texas",84047,48361
"Palo Pinto County, Texas",28317,48363
"Panola County, Texas",23440,48365
"Parker County, Texas",129802,48367
"Parmer County, Texas",9852,48369
"Pecos County, Texas",15797,48371
"Polk County, Texas",47837,48373
"Potter County, Texas",120899,48375
"Presidio County, Texas",7123,48377
"Rains County, Texas",11473,48379
"Randall County, Texas",132475,48381
"Reagan County, Texas",3752,48383
"Real County, Texas",3389,48385
"Red River County, Texas",12275,48387
"Reeves County, Texas",15125,48389
"Refugio County, Texas",7236,48391
"Robertson County, Texas",16890,48395
"Rockwall County, Texas",93642,48397
"Runnels County, Texas",10310,48399
"Rusk County, Texas",53595,48401
"Sabine County, Texas",10458,48403
"San Augustine County, Texas",8327,48405
"San Jacinto County, Texas",27819,48407
"San Patricio County, Texas",67046,48409
"San Saba County, Texas",5962,48411
"Schleicher County, Texas",3061,48413
"Scurry County, Texas",17239,48415
"Shackelford County, Texas",3311,48417
"Shelby County, Texas",25478,48419
"Sherman County, Texas",3058,48421
"Smith County, Texas",225015,48423
"Somervell County, Texas",8743,48425
"Starr County, Texas",63894,48427
"Stephens County, Texas",9372,48429
"Sutton County, Texas",3865,48435
"Swisher County, Texas",7484,48437
"Tarrant County, Texas",2019977,48439
"Taylor County, Texas",136348,48441
"Terry County, Texas",12615,48445
"Titus County, Texas",32730,48449
"Tom Green County, Texas",117466,48451
"Travis County, Texas",1203166,48453
"Trinity County, Texas",14569,48455
"Tyler County, Texas",21496,48457
"Upshur County, Texas",40769,48459
"Upton County, Texas",3634,48461
"Uvalde County, Texas",27009,48463
"Val Verde County, Texas",49027,48465
"Van Zandt County, Texas",54368,48467
"Victoria County, Texas",91970,48469
"Walker County, Texas",71539,48471
"Waller County, Texas",49987,48473
"Ward County, Texas",11586,48475
"Washington County, Texas",34796,48477
"Webb County, Texas",272053,48479
"Wharton County, Texas",41551,48481
"Wheeler County, Texas",5482,48483
"Wichita County, Texas",131818,48485
"Wilbarger County, Texas",12906,48487
"Willacy County, Texas",21754,48489
"Williamson County, Texas",527057,48491
"Wilson County, Texas",48198,48493
"Winkler County, Texas",7802,48495
"Wise County, Texas",64639,48497
"Wood County, Texas",43815,48499
"Yoakum County, Texas",8571,48501
"Young County, Texas",18114,48503
"Zapata County, Texas",14369,48505
"Zavala County, Texas",12131,48507
"Beaver County, Utah",6443,49001
"Box Elder County, Utah",53001,49003
"Cache County, Utah",122336,49005
"Carbon County, Utah",20356,49007
"Davis County, Utah",340621,49011
"Duchesne County, Utah",20219,49013
"Emery County, Utah",10248,49015
"Garfield County, Utah",5017,49017
"Grand County, Utah",9616,49019
"Iron County, Utah",49691,49021
"Juab County, Utah",10948,49023
"Kane County, Utah",7350,49025
"Millard County, Utah",12733,49027
"Morgan County, Utah",11391,49029
"Rich County, Utah",2350,49033
"Salt Lake County, Utah",1120805,49035
"San Juan County, Utah",15281,49037
"Sanpete County, Utah",29366,49039
"Sevier County, Utah",21118,49041
"Summit County, Utah",40511,49043
"Tooele County, Utah",65185,49045
"Uintah County, Utah",36323,49047
"Utah County, Utah",590440,49049
"Wasatch County, Utah",30523,49051
"Washington County, Utah",160537,49053
"Wayne County, Utah",2694,49055
"Weber County, Utah",247731,49057
"Addison County, Vermont",36939,50001
"Bennington County, Vermont",35920,50003
"Caledonia County, Vermont",30425,50005
"Chittenden County, Vermont",162052,50007
"Essex County, Vermont",6208,50009
"Franklin County, Vermont",49025,50011
"Grand Isle County, Vermont",6965,50013
"Lamoille County, Vermont",25268,50015
"Orange County, Vermont",28937,50017
"Orleans County, Vermont",26911,50019
"Rutland County, Vermont",59273,50021
"Washington County, Vermont",58477,50023
"Windham County, Vermont",43150,50025
"Windsor County, Vermont",55427,50027
"Accomack County, Virginia",32742,51001
"Albemarle County, Virginia",106355,51003
"Alleghany County, Virginia",15286,51005
"Amelia County, Virginia",12854,51007
"Amherst County, Virginia",31882,51009
"Appomattox County, Virginia",15577,51011
"Arlington County, Virginia",231803,51013
"Augusta County, Virginia",74701,51015
"Bath County, Virginia",4393,51017
"Bedford County, Virginia",77908,51019
"Bland County, Virginia",6447,51021
"Botetourt County, Virginia",33222,51023
"Brunswick County, Virginia",16665,51025
"Buchanan County, Virginia",22138,51027
"Buckingham County, Virginia",17004,51029
"Campbell County, Virginia",55170,51031
"Caroline County, Virginia",30184,51033
"Carroll County, Virginia",29738,51035
"Charles City County, Virginia",6995,51036
"Charlotte County, Virginia",12095,51037
"Chesterfield County, Virginia",339447,51041
"Clarke County, Virginia",14365,51043
"Craig County, Virginia",5113,51045
"Culpeper County, Virginia",50450,51047
"Cumberland County, Virginia",9786,51049
"Dickenson County, Virginia",14960,51051
"Dinwiddie County, Virginia",28308,51053
"Essex County, Virginia",11036,51057
"Fairfax County, Virginia",1143529,51059
"Fauquier County, Virginia",69115,51061
"Floyd County, Virginia",15666,51063
"Fluvanna County, Virginia",26282,51065
"Franklin County, Virginia",56233,51067
"Frederick County, Virginia",85153,51069
"Giles County, Virginia",16814,51071
"Gloucester County, Virginia",37161,51073
"Goochland County, Virginia",22482,51075
"Grayson County, Virginia",15811,51077
"Greene County, Virginia",19410,51079
"Greensville County, Virginia",11659,51081
"Halifax County, Virginia",34779,51083
"Hanover County, Virginia",104449,51085
"Henrico County, Virginia",325642,51087
"Henry County, Virginia",51588,51089
"Highland County, Virginia",2214,51091
"Isle of Wight County, Virginia",36372,51093
"James City County, Virginia",74153,51095
"King and Queen County, Virginia",7052,51097
"King George County, Virginia",25890,51099
"King William County, Virginia",16497,51101
"Lancaster County, Virginia",10804,51103
"Lee County, Virginia",24134,51105
"Loudoun County, Virginia",385143,51107
"Louisa County, Virginia",35380,51109
"Lunenburg County, Virginia",12278,51111
"Madison County, Virginia",13139,51113
"Mathews County, Virginia",8796,51115
"Mecklenburg County, Virginia",30847,51117
"Middlesex County, Virginia",10700,51119
"Montgomery County, Virginia",97997,51121
"Nelson County, Virginia",14812,51125
"New Kent County, Virginia",21103,51127
"Northampton County, Virginia",11957,51131
"Northumberland County, Virginia",12223,51133
"Nottoway County, Virginia",15500,51135
"Orange County, Virginia",35612,51137
"Page County, Virginia",23749,51139
"Patrick County, Virginia",17859,51141
"Pittsylvania County, Virginia",61676,51143
"Powhatan County, Virginia",28574,51145
"Prince Edward County, Virginia",22956,51147
"Prince George County, Virginia",37894,51149
"Prince William County, Virginia",456749,51153
"Pulaski County, Virginia",34234,51155
"Rappahannock County, Virginia",7332,51157
"Richmond County, Virginia",8878,51159
"Roanoke County, Virginia",93583,51161
"Rockbridge County, Virginia",22509,51163
"Rockingham County, Virginia",79444,51165
"Russell County, Virginia",27408,51167
"Scott County, Virginia",22009,51169
"Shenandoah County, Virginia",43045,51171
"Smyth County, Virginia",31059,51173
"Southampton County, Virginia",17939,51175
"Spotsylvania County, Virginia",131412,51177
"Stafford County, Virginia",144012,51179
"Surry County, Virginia",6600,51181
"Sussex County, Virginia",11486,51183
"Tazewell County, Virginia",42080,51185
"Warren County, Virginia",39449,51187
"Washington County, Virginia",54406,51191
"Westmoreland County, Virginia",17638,51193
"Wise County, Virginia",39025,51195
"Wythe County, Virginia",28940,51197
"York County, Virginia",67587,51199
"Alexandria city, Virginia",156505,51510
"Bristol city, Virginia",16843,51520
"Buena Vista city, Virginia",6399,51530
"Charlottesville city, Virginia",47042,51540
"Chesapeake city, Virginia",237820,51550
"Colonial Heights city, Virginia",17593,51570
"Covington city, Virginia",5582,51580
"Danville city, Virginia",41512,51590
"Emporia city, Virginia",5381,51595
"Fairfax city, Virginia",23865,51600
"Falls Church city, Virginia",14067,51610
"Franklin city, Virginia",8211,51620
"Fredericksburg city, Virginia",28469,51630
"Galax city, Virginia",6638,51640
"Hampton city, Virginia",135583,51650
"Harrisonburg city, Virginia",53391,51660
"Hopewell city, Virginia",22408,51670
"Lexington city, Virginia",7110,51678
"Lynchburg city, Virginia",80131,51680
"Manassas city, Virginia",41457,51683
"Manassas Park city, Virginia",16423,51685
"Martinsville city, Virginia",13101,51690
"Newport News city, Virginia",180145,51700
"Norfolk city, Virginia",245592,51710
"Norton city, Virginia",3990,51720
"Petersburg city, Virginia",31827,51730
"Poquoson city, Virginia",12039,51735
"Portsmouth city, Virginia",95311,51740
"Radford city, Virginia",17630,51750
"Richmond city, Virginia",223787,51760
"Roanoke city, Virginia",99621,51770
"Salem city, Virginia",25519,51775
"Staunton city, Virginia",24452,51790
"Suffolk city, Virginia",89160,51800
"Virginia Beach city, Virginia",450135,51810
"Waynesboro city, Virginia",21926,51820
"Williamsburg city, Virginia",14788,51830
"Winchester city, Virginia",27789,51840
"Adams County, Washington",19452,53001
"Asotin County, Washington",22337,53003
"Benton County, Washington",194168,53005
"Chelan County, Washington",75757,53007
"Clallam County, Washington",74487,53009
"Clark County, Washington",465384,53011
"Columbia County, Washington",4001,53013
"Cowlitz County, Washington",105112,53015
"Douglas County, Washington",41371,53017
"Ferry County, Washington",7576,53019
"Franklin County, Washington",90660,53021
"Garfield County, Washington",2224,53023
"Grant County, Washington",94860,53025
"Grays Harbor County, Washington",71967,53027
"Island County, Washington",81636,53029
"Jefferson County, Washington",30856,53031
"King County, Washington",2163257,53033
"Kitsap County, Washington",262475,53035
"Kittitas County, Washington",44825,53037
"Klickitat County, Washington",21396,53039
"Lewis County, Washington",76947,53041
"Lincoln County, Washington",10435,53043
"Mason County, Washington",62627,53045
"Okanogan County, Washington",41638,53047
"Pacific County, Washington",21281,53049
"Pend Oreille County, Washington",13219,53051
"Pierce County, Washington",859840,53053
"San Juan County, Washington",16473,53055
"Skagit County, Washington",123907,53057
"Skamania County, Washington",11620,53059
"Snohomish County, Washington",786620,53061
"Spokane County, Washington",497875,53063
"Stevens County, Washington",44214,53065
"Thurston County, Washington",274684,53067
"Wahkiakum County, Washington",4189,53069
"Walla Walla County, Washington",60236,53071
"Whatcom County, Washington",216812,53073
"Whitman County, Washington",48593,53075
"Yakima County, Washington",249325,53077
"Barbour County, West Virginia",16730,54001
"Berkeley County, West Virginia",113495,54003
"Boone County, West Virginia",22817,54005
"Braxton County, West Virginia",14282,54007
"Brooke County, West Virginia",22772,54009
"Cabell County, West Virginia",95318,54011
"Calhoun County, West Virginia",7396,54013
"Clay County, West Virginia",8785,54015
"Doddridge County, West Virginia",8536,54017
"Fayette County, West Virginia",44126,54019
"Gilmer County, West Virginia",8205,54021
"Grant County, West Virginia",11641,54023
"Greenbrier County, West Virginia",35347,54025
"Hampshire County, West Virginia",23363,54027
"Hancock County, West Virginia",29680,54029
"Hardy County, West Virginia",13842,54031
"Harrison County, West Virginia",68209,54033
"Jackson County, West Virginia",29018,54035
"Jefferson County, West Virginia",56179,54037
"Kanawha County, West Virginia",185710,54039
"Lewis County, West Virginia",16276,54041
"Lincoln County, West Virginia",21078,54043
"Logan County, West Virginia",33801,54045
"McDowell County, West Virginia",19217,54047
"Marion County, West Virginia",56497,54049
"Marshall County, West Virginia",31645,54051
"Mason County, West Virginia",26939,54053
"Mercer County, West Virginia",60486,54055
"Mineral County, West Virginia",27278,54057
"Mingo County, West Virginia",24741,54059
"Monongalia County, West Virginia",105252,54061
"Monroe County, West Virginia",13467,54063
"Morgan County, West Virginia",17624,54065
"Nicholas County, West Virginia",25324,54067
"Ohio County, West Virginia",42547,54069
"Pendleton County, West Virginia",7056,54071
"Pleasants County, West Virginia",7507,54073
"Pocahontas County, West Virginia",8531,54075
"Preston County, West Virginia",33837,54077
"Putnam County, West Virginia",56652,54079
"Raleigh County, West Virginia",76232,54081
"Randolph County, West Virginia",29065,54083
"Ritchie County, West Virginia",9932,54085
"Roane County, West Virginia",14205,54087
"Summers County, West Virginia",13018,54089
"Taylor County, West Virginia",16951,54091
"Tucker County, West Virginia",7027,54093
"Tyler County, West Virginia",8909,54095
"Upshur County, West Virginia",24605,54097
"Wayne County, West Virginia",40708,54099
"Webster County, West Virginia",8518,54101
"Wetzel County, West Virginia",15614,54103
"Wirt County, West Virginia",5797,54105
"Wood County, West Virginia",85556,54107
"Wyoming County, West Virginia",21711,54109
"Adams County, Wisconsin",20073,55001
"Ashland County, Wisconsin",15712,55003
"Barron County, Wisconsin",45252,55005
"Bayfield County, Wisconsin",14992,55007
"Brown County, Wisconsin",259786,55009
"Buffalo County, Wisconsin",13167,55011
"Burnett County, Wisconsin",15258,55013
"Calumet County, Wisconsin",49807,55015
"Chippewa County, Wisconsin",63635,55017
"Clark County, Wisconsin",34491,55019
"Columbia County, Wisconsin",56954,55021
"Crawford County, Wisconsin",16288,55023
"Dane County, Wisconsin",529843,55025
"Dodge County, Wisconsin",87776,55027
"Door County, Wisconsin",27439,55029
"Douglas County, Wisconsin",43402,55031
"Dunn County, Wisconsin",44498,55033
"Eau Claire County, Wisconsin",102991,55035
"Florence County, Wisconsin",4337,55037
"Fond du Lac County, Wisconsin",102315,55039
"Forest County, Wisconsin",9018,55041
"Grant County, Wisconsin",51828,55043
"Green County, Wisconsin",36864,55045
"Green Lake County, Wisconsin",18757,55047
"Iowa County, Wisconsin",23620,55049
"Iron County, Wisconsin",5715,55051
"Jackson County, Wisconsin",20506,55053
"Jefferson County, Wisconsin",84652,55055
"Juneau County, Wisconsin",26419,55057
"Kenosha County, Wisconsin",168330,55059
"Kewaunee County, Wisconsin",20360,55061
"La Crosse County, Wisconsin",117850,55063
"Lafayette County, Wisconsin",16735,55065
"Langlade County, Wisconsin",19164,55067
"Lincoln County, Wisconsin",27848,55069
"Manitowoc County, Wisconsin",79407,55071
"Marathon County, Wisconsin",135264,55073
"Marinette County, Wisconsin",40537,55075
"Marquette County, Wisconsin",15207,55077
"Menominee County, Wisconsin",4579,55078
"Milwaukee County, Wisconsin",954209,55079
"Monroe County, Wisconsin",45502,55081
"Oconto County, Wisconsin",37556,55083
"Oneida County, Wisconsin",35345,55085
"Outagamie County, Wisconsin",184754,55087
"Ozaukee County, Wisconsin",88284,55089
"Pepin County, Wisconsin",7262,55091
"Pierce County, Wisconsin",41603,55093
"Polk County, Wisconsin",43349,55095
"Portage County, Wisconsin",70599,55097
"Price County, Wisconsin",13490,55099
"Racine County, Wisconsin",195398,55101
"Richland County, Wisconsin",17539,55103
"Rock County, Wisconsin",161769,55105
"Rusk County, Wisconsin",14183,55107
"St. Croix County, Wisconsin",87917,55109
"Sauk County, Wisconsin",63596,55111
"Sawyer County, Wisconsin",16370,55113
"Shawano County, Wisconsin",41009,55115
"Sheboygan County, Wisconsin",115205,55117
"Taylor County, Wisconsin",20356,55119
"Trempealeau County, Wisconsin",29438,55121
"Vernon County, Wisconsin",30516,55123
"Vilas County, Wisconsin",21593,55125
"Walworth County, Wisconsin",103013,55127
"Washburn County, Wisconsin",15689,55129
"Washington County, Wisconsin",134535,55131
"Waukesha County, Wisconsin",398879,55133
"Waupaca County, Wisconsin",51444,55135
"Waushara County, Wisconsin",24116,55137
"Winnebago County, Wisconsin",169926,55139
"Wood County, Wisconsin",73274,55141
"Albany County, Wyoming",38102,56001
"Big Horn County, Wyoming",11901,56003
"Campbell County, Wyoming",47708,56005
"Carbon County, Wyoming",15477,56007
"Converse County, Wyoming",13997,56009
"Crook County, Wyoming",7410,56011
"Fremont County, Wyoming",40076,56013
"Goshen County, Wyoming",13438,56015
"Hot Springs County, Wyoming",4680,56017
"Johnson County, Wyoming",8515,56019
"Laramie County, Wyoming",97692,56021
"Lincoln County, Wyoming",19011,56023
"Natrona County, Wyoming",80610,56025
"Niobrara County, Wyoming",2448,56027
"Park County, Wyoming",29121,56029
"Platte County, Wyoming",8673,56031
"Sheridan County, Wyoming",30012,56033
"Sublette County, Wyoming",9951,56035
"Sweetwater County, Wyoming",44117,56037
"Teton County, Wyoming",23059,56039
